tweet,label
"alec is a sad baby when he wakes up without magnus next to him n I'm screaming 
",3
"I can drive you crazy without each other, chase each other but it was supposed to go again.\n I see you, my sadness, Be my 
",1
"Me and @user snap streak is at 260, if that's not amazing I don't know what is #commitment 
",0
"Cool and dreary in the orchard this morning. If you're a die hard picker and still want to come out please dress accordingly. 
",3
"@user Not much room in there 😱 
",3
"i feel like i'm downcast 😶 
",3
"131: Lyttleton: Love can hope where reason would despair. 
",2
"oh and my alarm should be going off soon for the doctor so that's fun 
",0
"#Sad #sentiment does a bad mind-#management as worry that is had gives #resentment by spoiling the #present #moment and so we deeply #repent 
",3
"As included in the Villalta scale, people living with #PTS experienced heaviness of the leg and pretibial oedema. #ISTH2017 
",1
"Literally @user is the best thing. I used to spend HOURS reading this shit when I was in college. Still so fucking funny #dying #hilarious 
",1
"anyways Stan Astro i'm goijng to sleep bc i stayed up all night again i lvoe taylor and yoongi Bye 
",3
"@user @user Tory teachers I know are disillusioned by another 1%. There seem to be more sullen faces in the staff room. 
",2
"If you don't follow @user you should. His feed yesterday, all day, was gold. #TrumpJr #baffled  
",3
"I'm more a world half alive than half dead kind of poet. #poetry #climatechange #despair 
",1
"Is @user on Fourth of July holiday in his mind?\nOr is the heatwave getting to him, ha?\nGOTTA use your mic! 😀\nThanks for the giggle! 
",1
"The point of maximum danger is the point of minimum fear. 
",1
"Add me on snapchat : dfdf_66\n#dick #pussy #nudes #horny #anal #ass #bigbooty #bobs #cock #blowjob #sex #sexy #snap \nAny horny girls ?🔥💦👅👅👅 
",3
"discouraged 
",2
"@user @user @user probably not and i resent my tax money being spent in this way. 
",0
"Why would Mourinho be talking about Lacazette??  He doesn't worry about other club's players.  That's Klopp and Wenger's job 
",2
"I'm changing the snowman's into awful looking monsters at night. Its so funny when their owners encounter them and scream! 
",3
"@user @user I think this might sadly be too late for @user or @user 
",1
"i want to cry just thinking about college and it was only the first day #a #good  
",0
"@user @user @user Well that's funny cause we all know she is a serious Russian mafia atty 
",3
"@user @user Delusional.  Disgraceful.  Democrat.  Enough said.  
",1
"Definitely crying from the worst nightmare I've had in a awhile 
",0
".@POTUS every other President has said you can really only govern foe 18 months until the re-elect. Why are you focused on 2020 now? #scared 
",1
"I don't know why I'm like this but, whenever I see him, I just smile and feel happiness when he's around💕 
",0
"@user First it was steaming pussy with garlic now this 😰 ao i give up 
",1
"That heartbreaking moment when you realise that @user has stopped following you on Twitter. #depressed #cryinginmysleep 
",2
"I need a sparkling bodysuit . No occasion. Just in case. It's my emergency sparkle suit . 
",0
"@user I've finished reading it; simply mind-blogging. The writer said 'to be continued' but I haven't found part 2. #depressing 
",2
"shaft abrasions from panties merely shifted to the side\n\n#theoldsideshift #annoyance #humansoflatecapitalism 
",2
"All this fake outrage. Y'all need to stop 🤣 
",0
"Would be ever so grateful if you could record Garden of Forgiveness gentleman @user @user #amazing 
",1
